"origin","destination","value"
"GIN","MRT",25.05769231
"GMB","MRT",2.82692308
"GNB","MRT",3.86538462
"GNQ","MRT",1.13461538
"KEN","MRT",4.75
"LBR","MRT",0.76923077
"LSO","MRT",0.05769231
"MLI","MRT",123.65384615
"MOZ","MRT",0.21153846
"MRT","MRT",729.30769231
"MWI","MRT",0.17307692
"NAM","MRT",0.94230769
"NER","MRT",14.32692308
"NGA","MRT",2.42307692
"RWA","MRT",1.07692308
"SEN","MRT",371.94230769
"SLE","MRT",2.59615385
"SOM","MRT",0.55769231
"SSD","MRT",0.07692308
"SWZ","MRT",0.01923077
"TCD","MRT",6.19230769
"TGO","MRT",5.88461538
"TZA","MRT",2.21153846
"UGA","MRT",1.17307692
"ZAF","MRT",17.38461538
"ZMB","MRT",0.84615385
"ZWE","MRT",0.13461538
"AGO","MWI",11.19231
"BDI","MWI",3.019231
"BEN","MWI",2.730769
"BFA","MWI",1.576923
"BWA","MWI",43.67308
"CAF","MWI",0.4423077
"CIV","MWI",9.615385
"CMR","MWI",7.807692
"COD","MWI",11.23077
"COG","MWI",1.923077
"ERI","MWI",0.4230769
"ETH","MWI",47.42308
"GAB","MWI",0.7115385
"GHA","MWI",23.98077
"GIN","MWI",0.4230769
"GMB","MWI",1.615385
"GNB","MWI",0.1346154
"GNQ","MWI",0.03846154
"KEN","MWI",509.9038
"LBR","MWI",1.192308
"LSO","MWI",14.80769
"MLI","MWI",5.423077
"MOZ","MWI",60.67308
"MRT","MWI",0.3076923
"MWI","MWI",1912.077
"NAM","MWI",23.55769
"NER","MWI",1.769231
"NGA","MWI",37
"RWA","MWI",21.57692
"SEN","MWI",8.288462
"SLE","MWI",4.230769
"SOM","MWI",1.211538
"SSD","MWI",3.134615
"SWZ","MWI",8.769231
"TCD","MWI",2.307692
"TGO","MWI",1.865385
"TZA","MWI",316.7692
"UGA","MWI",60.78846
"ZAF","MWI",1786.5
"ZMB","MWI",379.3269
"ZWE","MWI",194.1346
"AGO","NAM",773.1923077
"BDI","NAM",0.5384615
"BEN","NAM",1.3269231
"BFA","NAM",1.4615385
"BWA","NAM",211.5
"CAF","NAM",0.1923077
"CIV","NAM",7.1346154
"CMR","NAM",8.0384615
"COD","NAM",22.4807692
"COG","NAM",10.0576923
"ERI","NAM",0.3846154
"ETH","NAM",95.9807692
"GAB","NAM",4.3846154
"GHA","NAM",30.3269231
"GIN","NAM",0.6923077
"GMB","NAM",0.3653846
"GNB","NAM",NA
"GNQ","NAM",0.9615385
"KEN","NAM",55.9615385
"LBR","NAM",0.3653846
"LSO","NAM",16.8653846
"MLI","NAM",9.7307692
"MOZ","NAM",42.2307692
"MRT","NAM",0.9807692
"MWI","NAM",41.6538462
"NAM","NAM",2368
"NER","NAM",1.1346154
"NGA","NAM",47.0384615
"RWA","NAM",6.2115385
"SEN","NAM",6.7692308
"SLE","NAM",0.5769231
"SOM","NAM",0.1730769
"SSD","NAM",1.2115385
"SWZ","NAM",13.7692308
"TCD","NAM",0.3269231
"TGO","NAM",1.1346154
"TZA","NAM",46.9423077
"UGA","NAM",25.8461538
"ZAF","NAM",5388.6346154
"ZMB","NAM",157.0576923
"ZWE","NAM",227.3461538
"AGO","NER",1.1538462
"BDI","NER",4.4230769
"BEN","NER",73.9615385
"BFA","NER",182.75
"BWA","NER",0.9807692
"CAF","NER",8.4807692
"CIV","NER",138.3269231
"CMR","NER",30.9038462
"COD","NER",13.1538462
"COG","NER",14.1730769
"ERI","NER",0.1538462
"ETH","NER",51.8461538
"GAB","NER",9.7884615
"GHA","NER",30.1346154
"GIN","NER",16.5192308
"GMB","NER",2.9615385
"GNB","NER",2.75
"GNQ","NER",0.8846154
"KEN","NER",27.5769231
"LBR","NER",3.0769231
"LSO","NER",0.1346154
"MLI","NER",188.8653846
"MOZ","NER",1.25
"MRT","NER",12.9807692
"MWI","NER",1.2115385
"NAM","NER",0.9615385
"NER","NER",245.9807692
"NGA","NER",41.5
"RWA","NER",11.9423077
"SEN","NER",238.6346154
"SLE","NER",3.3846154
"SOM","NER",0.1538462
"SSD","NER",0.5384615
"SWZ","NER",0.1538462
"TCD","NER",35.1153846
"TGO","NER",50.6346154
"TZA","NER",2.7307692
"UGA","NER",10.0961538
"ZAF","NER",15.8461538
"ZMB","NER",1.9038462
"ZWE","NER",1.6730769
"AGO","NGA",117.0192
"BDI","NGA",6.519231
"BEN","NGA",334.9615
"BFA","NGA",58.30769
"BWA","NGA",33.46154
"CAF","NGA",6.480769
"CIV","NGA",610.5769
"CMR","NGA",428.6923
"COD","NGA",47.73077
"COG","NGA",36.30769
"ERI","NGA",0.6730769
"ETH","NGA",375.6923
"GAB","NGA",326.5192
"GHA","NGA",3277.75
"GIN","NGA",45.90385
"GMB","NGA",131.1154
"GNB","NGA",10.34615
"GNQ","NGA",117.8654
"KEN","NGA",493.5962
"LBR","NGA",127.5385
"LSO","NGA",4.769231
"MLI","NGA",41.55769
"MOZ","NGA",60.75
"MRT","NGA",3.711538
"MWI","NGA",30.34615
"NAM","NGA",55.21154
"NER","NGA",49.82692
"NGA","NGA",55289.38
"RWA","NGA",76.65385
"SEN","NGA",443.8269
"SLE","NGA",104
"SOM","NGA",0.7307692
"SSD","NGA",9
"SWZ","NGA",7.346154
"TCD","NGA",229.7308
"TGO","NGA",174.1538
"TZA","NGA",174.25
"UGA","NGA",161.1346
"ZAF","NGA",1918.808
"ZMB","NGA",79.71154
"ZWE","NGA",62.5
"AGO","RWA",5.6153846
"BDI","RWA",426.7692308
"BEN","RWA",35.1538462
"BFA","RWA",17.9807692
"BWA","RWA",7.9807692
"CAF","RWA",23.4230769
"CIV","RWA",42.9423077
"CMR","RWA",115.9230769
"COD","RWA",67.4615385
"COG","RWA",60.6730769
"ERI","RWA",2.3653846
"ETH","RWA",239.3461538
"GAB","RWA",131.4230769
"GHA","RWA",70.9230769
"GIN","RWA",10.1538462
"GMB","RWA",3.2115385
"GNB","RWA",0.5576923
"GNQ","RWA",1.0576923
"KEN","RWA",1154.7884615
"LBR","RWA",6.4807692
"LSO","RWA",3.0192308
"MLI","RWA",20.9423077
"MOZ","RWA",20.6153846
"MRT","RWA",0.8269231
"MWI","RWA",23.5
"NAM","RWA",5.5384615
"NER","RWA",12
"NGA","RWA",115.9615385
"RWA","RWA",401.5384615
"SEN","RWA",51.25
"SLE","RWA",5.6730769
"SOM","RWA",7.5384615
"SSD","RWA",28.9615385
"SWZ","RWA",2.0961538
"TCD","RWA",12.5769231
"TGO","RWA",10.9038462
"TZA","RWA",448.3461538
"UGA","RWA",463.6923077
"ZAF","RWA",275.5961538
"ZMB","RWA",125.4038462
"ZWE","RWA",72.3461538
"AGO","SEN",18.2692308
"BDI","SEN",20.2692308
"BEN","SEN",365.7884615
"BFA","SEN",284.8269231
"BWA","SEN",13.5192308
"CAF","SEN",38.2692308
"CIV","SEN",944.2884615
"CMR","SEN",193
"COD","SEN",68.0192308
"COG","SEN",212.7884615
"ERI","SEN",0.1538462
"ETH","SEN",69
"GAB","SEN",239.2115385
"GHA","SEN",357.6346154
"GIN","SEN",820.0384615
"GMB","SEN",692.6153846
"GNB","SEN",289.8653846
"GNQ","SEN",62.2307692
"KEN","SEN",113.9038462
"LBR","SEN",32.7692308
"LSO","SEN",4.5576923
"MLI","SEN",620.3653846
"MOZ","SEN",26.0192308
"MRT","SEN",354.4230769
"MWI","SEN",15
"NAM","SEN",6.5576923
"NER","SEN",232.5
"NGA","SEN",511.6730769
"RWA","SEN",41.3076923
"SEN","SEN",706.9807692
"SLE","SEN",67.4230769
"SOM","SEN",1.2307692
"SSD","SEN",3.7692308
"SWZ","SEN",1.1538462
"TCD","SEN",90.6923077
"TGO","SEN",148.0384615
"TZA","SEN",45.1923077
"UGA","SEN",29.9423077
"ZAF","SEN",318.1538462
"ZMB","SEN",17.75
"ZWE","SEN",20.1730769
"AGO","SLE",1.1538462
"BDI","SLE",0.5769231
"BEN","SLE",4.3461538
"BFA","SLE",5.25
"BWA","SLE",1.5
"CAF","SLE",0.8269231
"CIV","SLE",45.0961538
"CMR","SLE",9.3461538
"COD","SLE",4.0192308
"COG","SLE",1.5192308
"ERI","SLE",0.1730769
"ETH","SLE",15.5576923
"GAB","SLE",0.5576923
"GHA","SLE",254.1923077
"GIN","SLE",18.8653846
"GMB","SLE",69
"GNB","SLE",0.6538462
"GNQ","SLE",0.3653846
"KEN","SLE",57.7884615
"LBR","SLE",63.5961538
"LSO","SLE",0.4807692
"MLI","SLE",5.0192308
"MOZ","SLE",2.9230769
"MRT","SLE",10.5961538
"MWI","SLE",3.7884615
"NAM","SLE",1.2115385
"NER","SLE",5.1923077
"NGA","SLE",100.6346154
"RWA","SLE",2.9807692
"SEN","SLE",69.0961538
"SLE","SLE",NA
"SOM","SLE",0.1730769
"SSD","SLE",2.1538462
"SWZ","SLE",0.2115385
"TCD","SLE",0.7692308
"TGO","SLE",6.4807692
"TZA","SLE",10.8846154
"UGA","SLE",16.0384615
"ZAF","SLE",42.2884615
"ZMB","SLE",4.0576923
"ZWE","SLE",5.4230769
"AGO","SOM",0.2692308
"BDI","SOM",0.5384615
"BEN","SOM",0.05769231
"BFA","SOM",NA
"BWA","SOM",0.1153846
"CAF","SOM",0.09615385
"CIV","SOM",1.326923
"CMR","SOM",0.1730769
"COD","SOM",0.5769231
"COG","SOM",0.09615385
"ERI","SOM",0.07692308
"ETH","SOM",267.4808
"GAB","SOM",0.1153846
"GHA","SOM",0.6538462
"GIN","SOM",0.05769231
"GMB","SOM",0.07692308
"GNB","SOM",NA
"GNQ","SOM",NA
"KEN","SOM",1107.058
"LBR","SOM",0.2692308
"LSO","SOM",NA
"MLI","SOM",0.9807692
"MOZ","SOM",3.846154
"MRT","SOM",0.4615385
"MWI","SOM",0.8269231
"NAM","SOM",0.09615385
"NER","SOM",0.2692308
"NGA","SOM",0.4807692
"RWA","SOM",7.211538
"SEN","SOM",1.519231
"SLE","SOM",NA
"SOM","SOM",1879
"SSD","SOM",2
"SWZ","SOM",0.01923077
"TCD","SOM",NA
"TGO","SOM",0.2115385
"TZA","SOM",5.346154
"UGA","SOM",35.69231
"ZAF","SOM",33.25
"ZMB","SOM",1.846154
"ZWE","SOM",3.25
"AGO","SSD",0.25
"BDI","SSD",3
"BEN","SSD",0.32692308
"BFA","SSD",0.78846154
"BWA","SSD",1.84615385
"CAF","SSD",0.69230769
"CIV","SSD",2.28846154
"CMR","SSD",3.78846154
"COD","SSD",3.09615385
"COG","SSD",1.48076923
"ERI","SSD",12.73076923
"ETH","SSD",182.78846154
"GAB","SSD",0.46153846
"GHA","SSD",7.40384615
"GIN","SSD",0.19230769
"GMB","SSD",0.88461538
"GNB","SSD",NA
"GNQ","SSD",0.40384615
"KEN","SSD",866.75
"LBR","SSD",1.55769231
"LSO","SSD",0.63461538
"MLI","SSD",0.90384615
"MOZ","SSD",2.21153846
"MRT","SSD",0.05769231
"MWI","SSD",4.15384615
"NAM","SSD",0.88461538
"NER","SSD",0.53846154
"NGA","SSD",10.55769231
"RWA","SSD",37.36538462
"SEN","SSD",3.30769231
"SLE","SSD",1.53846154
"SOM","SSD",1.80769231
"SSD","SSD",106.96153846
"SWZ","SSD",0.23076923
"TCD","SSD",0.75
"TGO","SSD",0.19230769
"TZA","SSD",40.01923077
"UGA","SSD",567.26923077
"ZAF","SSD",55.17307692
"ZMB","SSD",6.75
"ZWE","SSD",17.51923077
"AGO","SWZ",3.17307692
"BDI","SWZ",0.25
"BEN","SWZ",0.15384615
"BFA","SWZ",0.25
"BWA","SWZ",19.36538462
"CAF","SWZ",0.07692308
"CIV","SWZ",1.55769231
"CMR","SWZ",1.38461538
"COD","SWZ",3.17307692
"COG","SWZ",0.88461538
"ERI","SWZ",0.09615385
"ETH","SWZ",5.38461538
"GAB","SWZ",0.15384615
"GHA","SWZ",4.90384615
"GIN","SWZ",NA
"GMB","SWZ",0.15384615
"GNB","SWZ",NA
"GNQ","SWZ",1.23076923
"KEN","SWZ",14.40384615
"LBR","SWZ",0.11538462
"LSO","SWZ",7.67307692
"MLI","SWZ",0.15384615
"MOZ","SWZ",3.55769231
"MRT","SWZ",0.19230769
"MWI","SWZ",8.25
"NAM","SWZ",12.07692308
"NER","SWZ",0.25
"NGA","SWZ",6.96153846
"RWA","SWZ",1.40384615
"SEN","SWZ",1
"SLE","SWZ",0.15384615
"SOM","SWZ",0.07692308
"SSD","SWZ",0.51923077
"SWZ","SWZ",NA
"TCD","SWZ",0.11538462
"TGO","SWZ",0.07692308
"TZA","SWZ",11.21153846
"UGA","SWZ",10.42307692
"ZAF","SWZ",263.17307692
"ZMB","SWZ",15.25
"ZWE","SWZ",21.01923077
"AGO","TCD",2.65384615
"BDI","TCD",14.48076923
"BEN","TCD",38.65384615
"BFA","TCD",27.59615385
"BWA","TCD",0.19230769
"CAF","TCD",27.82692308
"CIV","TCD",52.75
"CMR","TCD",616.17307692
"COD","TCD",15.11538462
"COG","TCD",20.40384615
"ERI","TCD",0.48076923
"ETH","TCD",49.57692308
"GAB","TCD",20.76923077
"GHA","TCD",10.30769231
"GIN","TCD",7.69230769
"GMB","TCD",0.23076923
"GNB","TCD",0.48076923
"GNQ","TCD",1.34615385
"KEN","TCD",47.48076923
"LBR","TCD",0.92307692
"LSO","TCD",0.21153846
"MLI","TCD",46.80769231
"MOZ","TCD",0.96153846
"MRT","TCD",4.90384615
"MWI","TCD",0.86538462
"NAM","TCD",0.25
"NER","TCD",36.57692308
"NGA","TCD",71.21153846
"RWA","TCD",10.5
"SEN","TCD",61.80769231
"SLE","TCD",0.5
"SOM","TCD",NA
"SSD","TCD",1.07692308
"SWZ","TCD",0.03846154
"TCD","TCD",NA
"TGO","TCD",24.26923077
"TZA","TCD",13.80769231
"UGA","TCD",9.94230769
"ZAF","TCD",30.88461538
"ZMB","TCD",1.34615385
"ZWE","TCD",1.38461538
"AGO","TGO",3.09615385
"BDI","TGO",4.78846154
"BEN","TGO",69.80769231
"BFA","TGO",126.82692308
"BWA","TGO",0.78846154
"CAF","TGO",14.92307692
"CIV","TGO",352.05769231
"CMR","TGO",85.53846154
"COD","TGO",21.80769231
"COG","TGO",36.48076923
"ERI","TGO",0.19230769
"ETH","TGO",33.71153846
"GAB","TGO",84.80769231
"GHA","TGO",43.30769231
"GIN","TGO",35.01923077
"GMB","TGO",7.23076923
"GNB","TGO",25.25
"GNQ","TGO",86.75
"KEN","TGO",19.92307692
"LBR","TGO",7.07692308
"LSO","TGO",0.38461538
"MLI","TGO",72.59615385
"MOZ","TGO",1.69230769
"MRT","TGO",4.09615385
"MWI","TGO",1.46153846
"NAM","TGO",0.63461538
"NER","TGO",62.15384615
"NGA","TGO",181.65384615
"RWA","TGO",10.40384615
"SEN","TGO",144.46153846
"SLE","TGO",7.55769231
"SOM","TGO",0.03846154
"SSD","TGO",0.30769231
"SWZ","TGO",0.03846154
"TCD","TGO",27.11538462
"TGO","TGO",NA
"TZA","TGO",5.76923077
"UGA","TGO",5.88461538
"ZAF","TGO",70.13461538
"ZMB","TGO",2.78846154
"ZWE","TGO",2.21153846
"AGO","TZA",31.51923
"BDI","TZA",128.7115
"BEN","TZA",9.538462
"BFA","TZA",10.23077
"BWA","TZA",58.80769
"CAF","TZA",3.519231
"CIV","TZA",45.5
"CMR","TZA",45.34615
"COD","TZA",119.0962
"COG","TZA",19.92308
"ERI","TZA",3.980769
"ETH","TZA",483.0577
"GAB","TZA",12.01923
"GHA","TZA",79.59615
"GIN","TZA",4.615385
"GMB","TZA",4.75
"GNB","TZA",0.6346154
"GNQ","TZA",1.230769
"KEN","TZA",2915.077
"LBR","TZA",5.307692
"LSO","TZA",11.71154
"MLI","TZA",31.01923
"MOZ","TZA",198.5962
"MRT","TZA",1.519231
"MWI","TZA",321.1731
"NAM","TZA",37.26923
"NER","TZA",3.057692
"NGA","TZA",167.0577
"RWA","TZA",460.7692
"SEN","TZA",57.61538
"SLE","TZA",9.826923
"SOM","TZA",4.673077
"SSD","TZA",29.36538
"SWZ","TZA",12.28846
"TCD","TZA",9.134615
"TGO","TZA",4.788462
"TZA","TZA",25639.56
"UGA","TZA",684.4231
"ZAF","TZA",1913.635
"ZMB","TZA",350.3654
"ZWE","TZA",323.4615
"AGO","UGA",16.1346154
"BDI","UGA",102.2307692
"BEN","UGA",13.1538462
"BFA","UGA",12.2115385
"BWA","UGA",31.4038462
"CAF","UGA",30.9230769
"CIV","UGA",35.6538462
"CMR","UGA",34.4038462
"COD","UGA",107.4807692
"COG","UGA",16.5576923
"ERI","UGA",26.0192308
"ETH","UGA",409.3653846
"GAB","UGA",11.5384615
"GHA","UGA",87.3269231
"GIN","UGA",5.75
"GMB","UGA",6.6153846
"GNB","UGA",0.8269231
"GNQ","UGA",3.1730769
"KEN","UGA",2488.5961538
"LBR","UGA",15.1538462
"LSO","UGA",9.4038462
"MLI","UGA",24.4807692
"MOZ","UGA",37.6346154
"MRT","UGA",1.0384615
"MWI","UGA",59.7115385
"NAM","UGA",20.0769231
"NER","UGA",9.1346154
"NGA","UGA",144.7692308
"RWA","UGA",506.6538462
"SEN","UGA",42.3846154
"SLE","UGA",19.2692308
"SOM","UGA",40.6153846
"SSD","UGA",555.4807692
"SWZ","UGA",10.1538462
"TCD","UGA",13.8653846
"TGO","UGA",6.25
"TZA","UGA",730.0576923
"UGA","UGA",420.6730769
"ZAF","UGA",757.7115385
"ZMB","UGA",120.3653846
"ZWE","UGA",79.2307692
"AGO","ZAF",2164.385
"BDI","ZAF",69.61538
"BEN","ZAF",87.09615
"BFA","ZAF",65.65385
"BWA","ZAF",3000.769
"CAF","ZAF",19.40385
"CIV","ZAF",284.5192
"CMR","ZAF",216.4808
"COD","ZAF",1104.519
"COG","ZAF",270.1346
"ERI","ZAF",27.21154
"ETH","ZAF",545.7308
"GAB","ZAF",372.1731
"GHA","ZAF",983.0962
"GIN","ZAF",53.88462
"GMB","ZAF",18.65385
"GNB","ZAF",3.615385
"GNQ","ZAF",25.57692
"KEN","ZAF",2329.635
"LBR","ZAF",34.5
"LSO","ZAF",347.9423
"MLI","ZAF",92.75
"MOZ","ZAF",2515.615
"MRT","ZAF",19.36538
"MWI","ZAF",1782.519
"NAM","ZAF",5887.981
"NER","ZAF",18.15385
"NGA","ZAF",1920.346
"RWA","ZAF",245.1731
"SEN","ZAF",374.0192
"SLE","ZAF",55.44231
"SOM","ZAF",15.98077
"SSD","ZAF",71.53846
"SWZ","ZAF",266.4423
"TCD","ZAF",46.40385
"TGO","ZAF",68.28846
"TZA","ZAF",1908.385
"UGA","ZAF",763.5192
"ZAF","ZAF",249189.4
"ZMB","ZAF",3739.865
"ZWE","ZAF",6086.327
"AGO","ZMB",105.5769231
"BDI","ZMB",32.5
"BEN","ZMB",8.4807692
"BFA","ZMB",5.4807692
"BWA","ZMB",91.1538462
"CAF","ZMB",3.9038462
"CIV","ZMB",22.9807692
"CMR","ZMB",21.9423077
"COD","ZMB",61.8653846
"COG","ZMB",10.3846154
"ERI","ZMB",2.2884615
"ETH","ZMB",155.5
"GAB","ZMB",11.25
"GHA","ZMB",60.5576923
"GIN","ZMB",2.6923077
"GMB","ZMB",1.75
"GNB","ZMB",0.1730769
"GNQ","ZMB",1.4807692
"KEN","ZMB",459.0384615
"LBR","ZMB",2.6538462
"LSO","ZMB",17.8461538
"MLI","ZMB",7.4807692
"MOZ","ZMB",92.0576923
"MRT","ZMB",2.1730769
"MWI","ZMB",411.1730769
"NAM","ZMB",160.2692308
"NER","ZMB",2.8461538
"NGA","ZMB",87.8461538
"RWA","ZMB",103.3461538
"SEN","ZMB",17.6923077
"SLE","ZMB",4.8076923
"SOM","ZMB",2.6538462
"SSD","ZMB",5.5384615
"SWZ","ZMB",16.4423077
"TCD","ZMB",0.8846154
"TGO","ZMB",2.75
"TZA","ZMB",329.8269231
"UGA","ZMB",130.7692308
"ZAF","ZMB",3796.0384615
"ZMB","ZMB",2051.1346154
"ZWE","ZMB",663.4615385
"AGO","ZWE",82.8269231
"BDI","ZWE",12.5961538
"BEN","ZWE",3.3076923
"BFA","ZWE",2.3846154
"BWA","ZWE",126
"CAF","ZWE",1.1346154
"CIV","ZWE",17.8076923
"CMR","ZWE",18.7115385
"COD","ZWE",37.5
"COG","ZWE",15.9615385
"ERI","ZWE",3.8076923
"ETH","ZWE",135.0961538
"GAB","ZWE",9.6538462
"GHA","ZWE",42.9615385
"GIN","ZWE",1.6538462
"GMB","ZWE",2.2115385
"GNB","ZWE",0.2115385
"GNQ","ZWE",1.0769231
"KEN","ZWE",331.5
"LBR","ZWE",3.5769231
"LSO","ZWE",20.4615385
"MLI","ZWE",8.8653846
"MOZ","ZWE",154.7307692
"MRT","ZWE",0.6923077
"MWI","ZWE",223.3461538
"NAM","ZWE",240.1153846
"NER","ZWE",1.4807692
"NGA","ZWE",55.7307692
"RWA","ZWE",61.0961538
"SEN","ZWE",12.4615385
"SLE","ZWE",5.75
"SOM","ZWE",3.1538462
"SSD","ZWE",20.1346154
"SWZ","ZWE",21.3846154
"TCD","ZWE",1.0384615
"TGO","ZWE",1.9423077
"TZA","ZWE",318.6153846
"UGA","ZWE",91.5192308
"ZAF","ZWE",6318.5192308
"ZMB","ZWE",683.6346154
"ZWE","ZWE",3839
